asin,date,priceNew,category
B08G1TVLTW,2022/10/17,143.41,Desktop-PCs
B08G1TVLTW,2022/10/18,139,Desktop-PCs
B08G1TVLTW,2022/10/19,141.78,Desktop-PCs
B08G1TVLTW,2022/10/23,139.01,Desktop-PCs
B08G1TVLTW,2022/10/24,139,Desktop-PCs
B08G1TVLTW,2022/10/25,140.94,Desktop-PCs
B08G1TVLTW,2022/10/26,139.01,Desktop-PCs
B08G1TVLTW,2022/10/27,139.57,Desktop-PCs
B08G1TVLTW,2022/10/28,139.84,Desktop-PCs
B08G1TVLTW,2022/10/30,139.82,Desktop-PCs
B08G1TVLTW,2022/11/01,139.23,Desktop-PCs
B08G1TVLTW,2022/11/02,146,Desktop-PCs
B08G1TVLTW,2022/11/03,142.84,Desktop-PCs
B08G1TVLTW,2022/11/06,143.33,Desktop-PCs
B08G1TVLTW,2022/11/10,137.7,Desktop-PCs
B08G1TVLTW,2022/11/11,134,Desktop-PCs
B08G1TVLTW,2022/11/12,138.6,Desktop-PCs
B08G1TVLTW,2022/11/13,138.27,Desktop-PCs
B08G1TVLTW,2022/11/14,134,Desktop-PCs
B08G1TVLTW,2022/11/16,134.01,Desktop-PCs
B08G1TVLTW,2022/11/17,133,Desktop-PCs
B08G1TVLTW,2022/11/18,134,Desktop-PCs
B08G1TVLTW,2022/11/20,143.17,Desktop-PCs
B08G1TVLTW,2022/11/21,143.28,Desktop-PCs
B08G1TVLTW,2022/11/24,138.98,Desktop-PCs
B08G1TVLTW,2022/11/25,143.26,Desktop-PCs
B08G1TVLTW,2022/11/26,143.28,Desktop-PCs
B08G1TVLTW,2022/11/28,138.98,Desktop-PCs
B08G1TVLTW,2022/11/29,139,Desktop-PCs
B08G1TVLTW,2022/11/30,139.85,Desktop-PCs
B08G1TVLTW,2022/12/01,139,Desktop-PCs
B08G1TVLTW,2022/12/02,139.83,Desktop-PCs
B08G1TVLTW,2022/12/03,139.23,Desktop-PCs
B08G1TVLTW,2022/12/04,139.76,Desktop-PCs
B08G1TVLTW,2022/12/05,139,Desktop-PCs
B08G1TVLTW,2022/12/06,142.84,Desktop-PCs
B08G1TVLTW,2022/12/07,147.25,Desktop-PCs
B08G1TVLTW,2022/12/08,145.03,Desktop-PCs
B08G1TVLTW,2022/12/09,147.25,Desktop-PCs
B08G1TVLTW,2022/12/13,139,Desktop-PCs
B08G1TVLTW,2022/12/14,139.67,Desktop-PCs
B08G1TVLTW,2022/12/15,138.22,Desktop-PCs
B08G1TVLTW,2022/12/16,138.45,Desktop-PCs
B08G1TVLTW,2022/12/17,138.36,Desktop-PCs
B08G1TVLTW,2022/12/18,138.32,Desktop-PCs
B08G1TVLTW,2022/12/19,137.97,Desktop-PCs
B08G1TVLTW,2022/12/20,138.43,Desktop-PCs
B08G1TVLTW,2022/12/21,138.65,Desktop-PCs
B08G1TVLTW,2022/12/24,138.99,Desktop-PCs
B08G1TVLTW,2022/12/25,138.83,Desktop-PCs
B08G1TVLTW,2022/12/26,139,Desktop-PCs
B08G1TVLTW,2022/12/28,138.1,Desktop-PCs
B08G1TVLTW,2022/12/29,138.07,Desktop-PCs
B08G1TVLTW,2022/12/30,138.24,Desktop-PCs
B08G1TVLTW,2022/12/31,138.48,Desktop-PCs
B08N5Q115H,2022/01/01,789,Desktop-PCs
B08N5Q115H,2022/01/03,699,Desktop-PCs
B08N5Q115H,2022/01/05,706.96,Desktop-PCs
B08N5Q115H,2022/01/10,706.93,Desktop-PCs
B08N5Q115H,2022/01/11,719.99,Desktop-PCs
B08N5Q115H,2022/01/13,699,Desktop-PCs
B08N5Q115H,2022/01/18,706.65,Desktop-PCs
B08N5Q115H,2022/01/19,706.61,Desktop-PCs
B08N5Q115H,2022/01/20,705.96,Desktop-PCs
B08N5Q115H,2022/01/21,699,Desktop-PCs
B08N5Q115H,2022/02/26,689,Desktop-PCs
B08N5Q115H,2022/03/07,688.2,Desktop-PCs
B08N5Q115H,2022/03/12,689,Desktop-PCs
B08N5Q115H,2022/03/13,699,Desktop-PCs
B08N5Q115H,2022/03/19,697.96,Desktop-PCs
B08N5Q115H,2022/03/21,689,Desktop-PCs
B08N5Q115H,2022/03/29,697.96,Desktop-PCs
B08N5Q115H,2022/03/30,699,Desktop-PCs
B08N5Q115H,2022/04/07,697.96,Desktop-PCs
B08N5Q115H,2022/04/11,699,Desktop-PCs
B08N5Q115H,2022/04/13,697.96,Desktop-PCs
B08N5Q115H,2022/04/19,699,Desktop-PCs
B08N5Q115H,2022/04/20,697.96,Desktop-PCs
B08N5Q115H,2022/04/21,699,Desktop-PCs
B08N5Q115H,2022/04/23,697.96,Desktop-PCs
B08N5Q115H,2022/04/25,699,Desktop-PCs
B08N5Q115H,2022/04/29,697.96,Desktop-PCs
B08N5Q115H,2022/05/06,699,Desktop-PCs
B08N5Q115H,2022/05/10,687.96,Desktop-PCs
B08N5Q115H,2022/05/16,698,Desktop-PCs
B08N5Q115H,2022/05/28,673.97,Desktop-PCs
B08N5Q115H,2022/05/30,698,Desktop-PCs
B08N5Q115H,2022/05/31,674.12,Desktop-PCs
B08N5Q115H,2022/06/03,682.42,Desktop-PCs
B08N5Q115H,2022/06/06,698,Desktop-PCs
B08N5Q115H,2022/06/08,699,Desktop-PCs
B08N5Q115H,2022/06/12,687.98,Desktop-PCs
B08N5Q115H,2022/06/14,696.85,Desktop-PCs
B08N5Q115H,2022/06/15,687.98,Desktop-PCs
B08N5Q115H,2022/06/22,697.98,Desktop-PCs
B08N5Q115H,2022/06/23,682.98,Desktop-PCs
B08N5Q115H,2022/06/24,699,Desktop-PCs
B08N5Q115H,2022/06/28,687.98,Desktop-PCs
B08N5Q115H,2022/06/29,682.98,Desktop-PCs
B08N5Q115H,2022/06/30,699,Desktop-PCs
B08N5Q115H,2022/07/01,682.98,Desktop-PCs
B08N5Q115H,2022/07/07,699,Desktop-PCs
B08N5Q115H,2022/07/08,682.98,Desktop-PCs
B08N5Q115H,2022/07/12,699,Desktop-PCs
B08N5Q115H,2022/07/13,682.98,Desktop-PCs
B08N5Q115H,2022/07/14,699,Desktop-PCs
B08N5Q115H,2022/07/15,694.9,Desktop-PCs
B08N5Q115H,2022/07/19,682.98,Desktop-PCs
B08N5Q115H,2022/07/20,694.9,Desktop-PCs
B08N5Q115H,2022/07/22,682.98,Desktop-PCs
B08N5Q115H,2022/07/25,699,Desktop-PCs
B08N5Q115H,2022/07/26,760.84,Desktop-PCs
B08N5Q115H,2022/07/27,682.98,Desktop-PCs
B08N5Q115H,2022/07/28,837.54,Desktop-PCs
B08N5Q115H,2022/07/29,760.84,Desktop-PCs
B08N5Q115H,2022/07/30,760.82,Desktop-PCs
B08N5Q115H,2022/07/31,837.54,Desktop-PCs
B08N5Q115H,2022/08/01,837.64,Desktop-PCs
B08N5Q115H,2022/08/02,699,Desktop-PCs
B08N5Q115H,2022/08/20,682.98,Desktop-PCs
B08N5Q115H,2022/08/22,699,Desktop-PCs
B08N5Q115H,2022/08/24,682.98,Desktop-PCs
B08N5Q115H,2022/08/25,699,Desktop-PCs
B08N5Q115H,2022/08/26,682.98,Desktop-PCs
B08N5Q115H,2022/08/29,699,Desktop-PCs
B08N5Q115H,2022/09/04,682.98,Desktop-PCs
B08N5Q115H,2022/09/09,699,Desktop-PCs
B08N5Q115H,2022/09/12,682.98,Desktop-PCs
B08N5Q115H,2022/09/14,699,Desktop-PCs
B08N5Q115H,2022/09/22,682.98,Desktop-PCs
B08N5Q115H,2022/09/23,699,Desktop-PCs
B08N5Q115H,2022/09/24,682.98,Desktop-PCs
B08N5Q115H,2022/09/27,699,Desktop-PCs
B08N5Q115H,2022/09/28,747.4,Desktop-PCs
B08N5Q115H,2022/09/29,841.48,Desktop-PCs
B08N5Q115H,2022/10/01,687.98,Desktop-PCs
B08N5Q115H,2022/10/02,841.48,Desktop-PCs
B08N5Q115H,2022/10/04,841.38,Desktop-PCs
B08N5Q115H,2022/10/05,689,Desktop-PCs
B08N5Q115H,2022/10/06,756.34,Desktop-PCs
B08N5Q115H,2022/10/08,774.87,Desktop-PCs
B08N5Q115H,2022/10/10,811.93,Desktop-PCs
B08N5Q115H,2022/10/11,777.73,Desktop-PCs
B08N5Q115H,2022/10/13,699,Desktop-PCs
B08N5Q115H,2022/10/14,687.98,Desktop-PCs
B08N5Q115H,2022/10/17,699,Desktop-PCs
B08N5Q115H,2022/10/19,687.98,Desktop-PCs
B08N5Q115H,2022/10/20,699,Desktop-PCs
B08N5Q115H,2022/10/21,687.98,Desktop-PCs
B08N5Q115H,2022/10/26,699,Desktop-PCs
B08N5Q115H,2022/10/28,687.98,Desktop-PCs
B08N5Q115H,2022/11/02,699,Desktop-PCs
B08N5Q115H,2022/11/03,687.98,Desktop-PCs
B08N5Q115H,2022/11/04,699,Desktop-PCs
B08N5Q115H,2022/11/07,695.98,Desktop-PCs
B08N5Q115H,2022/11/08,677.98,Desktop-PCs
B08N5Q115H,2022/11/09,699,Desktop-PCs
B08N5Q115H,2022/11/10,677.98,Desktop-PCs
B08N5Q115H,2022/11/12,699,Desktop-PCs
B08N5Q115H,2022/11/15,698.9,Desktop-PCs
B08N5Q115H,2022/11/16,687.98,Desktop-PCs
B08N5Q115H,2022/11/17,754.88,Desktop-PCs
B08N5Q115H,2022/11/18,687.98,Desktop-PCs
B08N5Q115H,2022/11/22,734.94,Desktop-PCs
B08N5Q115H,2022/11/25,777.74,Desktop-PCs
B08VF3FBKC,2022/01/02,299,Desktop-PCs
B08VF3FBKC,2022/01/07,298.99,Desktop-PCs
B08VF3FBKC,2022/01/11,299,Desktop-PCs
B08VF3FBKC,2022/01/13,298.98,Desktop-PCs
B08VF3FBKC,2022/01/15,298.96,Desktop-PCs
B08VF3FBKC,2022/01/16,298.92,Desktop-PCs
B08VF3FBKC,2022/01/17,298.99,Desktop-PCs
B08VF3FBKC,2022/01/20,299,Desktop-PCs
B08VF3FBKC,2022/01/22,298.99,Desktop-PCs
B08VF3FBKC,2022/01/23,299,Desktop-PCs
B08VF3FBKC,2022/01/26,298.99,Desktop-PCs
B08VF3FBKC,2022/01/30,299,Desktop-PCs
B08VF3FBKC,2022/01/31,298.99,Desktop-PCs
B08VF3FBKC,2022/02/01,299,Desktop-PCs
B08VF3FBKC,2022/02/02,305,Desktop-PCs
B08VF3FBKC,2022/02/03,324.76,Desktop-PCs
B08VF3FBKC,2022/02/04,298.38,Desktop-PCs
B08VF3FBKC,2022/02/05,324.76,Desktop-PCs
B08VF3FBKC,2022/02/06,319.76,Desktop-PCs
B08VF3FBKC,2022/02/09,299,Desktop-PCs
B08VF3FBKC,2022/02/12,298.99,Desktop-PCs
B08VF3FBKC,2022/02/14,299,Desktop-PCs
B08VF3FBKC,2022/03/09,298.99,Desktop-PCs
B08VF3FBKC,2022/03/10,299,Desktop-PCs
B08VF3FBKC,2022/03/11,298.99,Desktop-PCs
B08VF3FBKC,2022/03/12,299,Desktop-PCs
B08VF3FBKC,2022/03/15,298.99,Desktop-PCs
B08VF3FBKC,2022/03/17,299,Desktop-PCs
B08VF3FBKC,2022/03/18,289.99,Desktop-PCs
B08VF3FBKC,2022/03/23,290,Desktop-PCs
B08VF3FBKC,2022/03/27,289.99,Desktop-PCs
B08VF3FBKC,2022/03/28,290,Desktop-PCs
B08VF3FBKC,2022/03/29,274.82,Desktop-PCs
B08VF3FBKC,2022/03/30,274.21,Desktop-PCs
B08VF3FBKC,2022/03/31,273.73,Desktop-PCs
B08VF3FBKC,2022/04/01,273.72,Desktop-PCs
B08VF3FBKC,2022/04/02,273.21,Desktop-PCs
B08VF3FBKC,2022/04/03,274.16,Desktop-PCs
B08VF3FBKC,2022/04/04,273.39,Desktop-PCs
B08VF3FBKC,2022/04/05,272.94,Desktop-PCs
B08VF3FBKC,2022/04/06,273.82,Desktop-PCs
B08VF3FBKC,2022/04/07,274.7,Desktop-PCs
B08VF3FBKC,2022/04/08,274.45,Desktop-PCs
B08VF3FBKC,2022/04/09,274.71,Desktop-PCs
B08VF3FBKC,2022/04/10,273.92,Desktop-PCs
B08VF3FBKC,2022/04/11,274.06,Desktop-PCs
B08VF3FBKC,2022/04/12,274.28,Desktop-PCs
B08VF3FBKC,2022/04/13,274.19,Desktop-PCs
B08VF3FBKC,2022/04/14,273.79,Desktop-PCs
B08VF3FBKC,2022/04/15,273.4,Desktop-PCs
B08VF3FBKC,2022/04/16,273.77,Desktop-PCs
B08VF3FBKC,2022/04/17,273.41,Desktop-PCs
B08VF3FBKC,2022/04/18,273.23,Desktop-PCs
B08VF3FBKC,2022/04/19,274.46,Desktop-PCs
B08VF3FBKC,2022/04/20,274.2,Desktop-PCs
B08VF3FBKC,2022/04/21,273.5,Desktop-PCs
B08VF3FBKC,2022/04/22,270.46,Desktop-PCs
B08VF3FBKC,2022/04/24,270.42,Desktop-PCs
B08VF3FBKC,2022/04/25,269.3,Desktop-PCs
B08VF3FBKC,2022/04/26,270.36,Desktop-PCs
B08VF3FBKC,2022/04/27,270.32,Desktop-PCs
B08VF3FBKC,2022/04/28,270.28,Desktop-PCs
B08VF3FBKC,2022/04/29,266.5,Desktop-PCs
B08VF3FBKC,2022/04/30,266.88,Desktop-PCs
B08VF3FBKC,2022/05/01,266.15,Desktop-PCs
B08VF3FBKC,2022/05/02,267.02,Desktop-PCs
B08VF3FBKC,2022/05/03,266.51,Desktop-PCs
B08VF3FBKC,2022/05/04,274,Desktop-PCs
B08VF3FBKC,2022/05/07,266.63,Desktop-PCs
B08VF3FBKC,2022/05/08,274,Desktop-PCs
B08VF3FBKC,2022/05/10,266.62,Desktop-PCs
B08VF3FBKC,2022/05/11,266.59,Desktop-PCs
B08VF3FBKC,2022/05/12,266.66,Desktop-PCs
B08VF3FBKC,2022/05/13,266.96,Desktop-PCs
B08VF3FBKC,2022/05/14,267.97,Desktop-PCs
B08VF3FBKC,2022/05/15,267.43,Desktop-PCs
B08VF3FBKC,2022/05/16,265.89,Desktop-PCs
B08VF3FBKC,2022/05/17,266.57,Desktop-PCs
B08VF3FBKC,2022/05/18,266.91,Desktop-PCs
B08VF3FBKC,2022/05/19,266.31,Desktop-PCs
B08VF3FBKC,2022/05/20,266.75,Desktop-PCs
B08VF3FBKC,2022/05/21,266.56,Desktop-PCs
B08VF3FBKC,2022/05/22,266.92,Desktop-PCs
B08VF3FBKC,2022/05/23,266.75,Desktop-PCs
B08VF3FBKC,2022/05/24,267.67,Desktop-PCs
B08VF3FBKC,2022/05/25,267.23,Desktop-PCs
B08VF3FBKC,2022/05/26,266.42,Desktop-PCs
B08VF3FBKC,2022/05/27,266.08,Desktop-PCs
B08VF3FBKC,2022/05/28,266.23,Desktop-PCs
B08VF3FBKC,2022/05/29,267.78,Desktop-PCs
B08VF3FBKC,2022/05/30,266.46,Desktop-PCs
B08VF3FBKC,2022/05/31,266.22,Desktop-PCs
B08VF3FBKC,2022/06/01,266.83,Desktop-PCs
B08VF3FBKC,2022/06/02,267.09,Desktop-PCs
B08VF3FBKC,2022/06/03,266.62,Desktop-PCs
B08VF3FBKC,2022/06/04,267.8,Desktop-PCs
B08VF3FBKC,2022/06/05,267.45,Desktop-PCs
B08VF3FBKC,2022/06/06,266.04,Desktop-PCs
B08VF3FBKC,2022/06/07,246.99,Desktop-PCs
B08VF3FBKC,2022/06/08,246.86,Desktop-PCs
B08VF3FBKC,2022/06/09,247.71,Desktop-PCs
B08VF3FBKC,2022/06/10,236.56,Desktop-PCs
B08VF3FBKC,2022/06/11,237.39,Desktop-PCs
B08VF3FBKC,2022/06/12,233.24,Desktop-PCs
B08VF3FBKC,2022/06/13,243.97,Desktop-PCs
B08VF3FBKC,2022/06/14,259.9,Desktop-PCs
B08VF3FBKC,2022/06/15,233.04,Desktop-PCs
B08VF3FBKC,2022/06/16,266.83,Desktop-PCs
B08VF3FBKC,2022/06/17,266.19,Desktop-PCs
B08VF3FBKC,2022/06/18,267.03,Desktop-PCs
B08VF3FBKC,2022/06/22,306,Desktop-PCs
B08VF3FBKC,2022/06/28,235.6,Desktop-PCs
B08VF3FBKC,2022/06/29,229.68,Desktop-PCs
B08VF3FBKC,2022/06/30,227.59,Desktop-PCs
B08VF3FBKC,2022/07/01,225.27,Desktop-PCs
B08VF3FBKC,2022/07/02,230.56,Desktop-PCs
B08VF3FBKC,2022/07/03,224.72,Desktop-PCs
B08VF3FBKC,2022/07/04,224.61,Desktop-PCs
B08VF3FBKC,2022/07/05,229,Desktop-PCs
B08VF3FBKC,2022/07/06,222.39,Desktop-PCs
B08VF3FBKC,2022/07/11,213.88,Desktop-PCs
B08VF3FBKC,2022/07/12,213,Desktop-PCs
B08VF3FBKC,2022/07/13,209.01,Desktop-PCs
B08VF3FBKC,2022/07/15,209,Desktop-PCs
B08VF3FBKC,2022/07/18,210.68,Desktop-PCs
B08VF3FBKC,2022/07/19,210.22,Desktop-PCs
B08VF3FBKC,2022/07/21,210.66,Desktop-PCs
B08VF3FBKC,2022/07/23,209.7,Desktop-PCs
B08VF3FBKC,2022/07/24,209.63,Desktop-PCs
B08VF3FBKC,2022/07/25,209.69,Desktop-PCs
B08VF3FBKC,2022/07/26,210.2,Desktop-PCs
B08VF3FBKC,2022/07/27,209.57,Desktop-PCs
B08VF3FBKC,2022/07/28,212,Desktop-PCs
B08VF3FBKC,2022/07/30,306,Desktop-PCs
B08VF3FBKC,2022/07/31,301.29,Desktop-PCs
B08VF3FBKC,2022/08/02,212,Desktop-PCs
B08VF3FBKC,2022/08/03,211.29,Desktop-PCs
B08VF3FBKC,2022/08/04,209.83,Desktop-PCs
B08VF3FBKC,2022/08/05,198.19,Desktop-PCs
B08VF3FBKC,2022/08/06,198.16,Desktop-PCs
B08VF3FBKC,2022/08/07,198.43,Desktop-PCs
B08VF3FBKC,2022/08/08,198.37,Desktop-PCs
B08VF3FBKC,2022/08/09,210.71,Desktop-PCs
B08VF3FBKC,2022/08/10,211.08,Desktop-PCs
B08VF3FBKC,2022/08/11,211.38,Desktop-PCs
B08VF3FBKC,2022/08/12,210.93,Desktop-PCs
B08VF3FBKC,2022/08/13,210.49,Desktop-PCs
B08VF3FBKC,2022/08/14,210.84,Desktop-PCs
B08VF3FBKC,2022/08/15,210.76,Desktop-PCs
B08VF3FBKC,2022/08/16,199.07,Desktop-PCs
B08VF3FBKC,2022/08/17,198.56,Desktop-PCs
B08VF3FBKC,2022/08/18,211.1,Desktop-PCs
B08VF3FBKC,2022/08/19,210.98,Desktop-PCs
B08VF3FBKC,2022/08/20,210.96,Desktop-PCs
B08VF3FBKC,2022/08/21,210.92,Desktop-PCs
B08VF3FBKC,2022/08/22,210.82,Desktop-PCs
B08VF3FBKC,2022/08/23,210.77,Desktop-PCs
B08VF3FBKC,2022/08/24,210.67,Desktop-PCs
B08VF3FBKC,2022/08/31,210.96,Desktop-PCs
B08VF3FBKC,2022/09/01,210.51,Desktop-PCs
B08VF3FBKC,2022/09/06,210.47,Desktop-PCs
B08VF3FBKC,2022/09/07,210.86,Desktop-PCs
B08VF3FBKC,2022/09/12,210.83,Desktop-PCs
B08VF3FBKC,2022/09/14,210.78,Desktop-PCs
B08VF3FBKC,2022/09/15,210.75,Desktop-PCs
B08VF3FBKC,2022/09/16,216,Desktop-PCs
B08VF3FBKC,2022/09/22,234,Desktop-PCs
B08VF3FBKC,2022/09/23,249,Desktop-PCs
B08VF3FBKC,2022/09/24,231.91,Desktop-PCs
B08VF3FBKC,2022/09/25,249,Desktop-PCs
B08VF3FBKC,2022/09/26,244,Desktop-PCs
B08VF3FBKC,2022/09/27,232.86,Desktop-PCs
B08VF3FBKC,2022/09/28,231,Desktop-PCs
B08VF3FBKC,2022/09/29,216,Desktop-PCs
B08VF3FBKC,2022/09/30,219.52,Desktop-PCs
B08VF3FBKC,2022/10/01,221.33,Desktop-PCs
B08VF3FBKC,2022/10/02,216,Desktop-PCs
B08VF3FBKC,2022/10/04,213,Desktop-PCs
B08VF3FBKC,2022/10/18,210.59,Desktop-PCs
B08VF3FBKC,2022/10/19,210.57,Desktop-PCs
B08VF3FBKC,2022/10/20,209.01,Desktop-PCs
B08VF3FBKC,2022/10/22,209,Desktop-PCs
B08VF3FBKC,2022/10/23,205,Desktop-PCs
B08VF3FBKC,2022/10/24,209,Desktop-PCs
B08VF3FBKC,2022/10/27,207.58,Desktop-PCs
B08VF3FBKC,2022/10/28,204.01,Desktop-PCs
B08VF3FBKC,2022/10/29,203.9,Desktop-PCs
B08VF3FBKC,2022/10/30,203.83,Desktop-PCs
B08VF3FBKC,2022/10/31,208.29,Desktop-PCs
B08VF3FBKC,2022/11/01,208.97,Desktop-PCs
B08VF3FBKC,2022/11/02,208.49,Desktop-PCs
B08VF3FBKC,2022/11/03,203.91,Desktop-PCs
B08VF3FBKC,2022/11/04,204.19,Desktop-PCs
B08VF3FBKC,2022/11/05,204.09,Desktop-PCs
B08VF3FBKC,2022/11/07,204.06,Desktop-PCs
B08VF3FBKC,2022/11/08,203.98,Desktop-PCs
B08VF3FBKC,2022/11/09,199,Desktop-PCs
B08VF3FBKC,2022/11/16,206.63,Desktop-PCs
B08VF3FBKC,2022/11/22,198.98,Desktop-PCs
B08VF3FBKC,2022/11/23,212,Desktop-PCs
B08VF3FBKC,2022/11/29,198.99,Desktop-PCs
B08VF3FBKC,2022/12/01,198.98,Desktop-PCs
B08VF3FBKC,2022/12/02,199,Desktop-PCs
B08VF3FBKC,2022/12/05,198.99,Desktop-PCs
B08VF3FBKC,2022/12/07,198.17,Desktop-PCs
B08VF3FBKC,2022/12/08,198.56,Desktop-PCs
B08VF3FBKC,2022/12/09,189.14,Desktop-PCs
B08VF3FBKC,2022/12/10,189.01,Desktop-PCs
B08VF3FBKC,2022/12/14,180.99,Desktop-PCs
B08VF3FBKC,2022/12/16,189.01,Desktop-PCs
B08VF3FBKC,2022/12/18,186.7,Desktop-PCs
B08VF3FBKC,2022/12/19,189,Desktop-PCs
B08VF3FBKC,2022/12/20,188.08,Desktop-PCs
B08VF3FBKC,2022/12/21,164,Desktop-PCs
B08VF3FBKC,2022/12/26,199,Desktop-PCs
B08VF3FBKC,2022/12/28,198.99,Desktop-PCs
B08VF3FBKC,2022/12/29,187.45,Desktop-PCs
B08VF3FBKC,2022/12/30,189,Desktop-PCs
B08VF3FBKC,2022/12/31,188.75,Desktop-PCs
B08XK1CVDJ,2022/01/04,1529,Desktop-PCs
B08XK1CVDJ,2022/01/05,1499,Desktop-PCs
B08XK1CVDJ,2022/02/17,1449,Desktop-PCs
B08XK1CVDJ,2022/03/08,1429,Desktop-PCs
B08XK1CVDJ,2022/03/17,1369,Desktop-PCs
B08XK1CVDJ,2022/03/22,1379,Desktop-PCs
B08XK1CVDJ,2022/03/24,1369,Desktop-PCs
B08XK1CVDJ,2022/03/29,1389,Desktop-PCs
B08XK1CVDJ,2022/04/05,1399,Desktop-PCs
B08XK1CVDJ,2022/04/07,1349,Desktop-PCs
B08XK1CVDJ,2022/04/12,1329,Desktop-PCs
B08XK1CVDJ,2022/04/16,1319,Desktop-PCs
B08XK1CVDJ,2022/04/19,1299,Desktop-PCs
B08XK1CVDJ,2022/05/03,1319,Desktop-PCs
B08XK1CVDJ,2022/05/05,1329,Desktop-PCs
B08XK1CVDJ,2022/05/17,1299,Desktop-PCs
B08XK1CVDJ,2022/06/07,1269,Desktop-PCs
B08XK1CVDJ,2022/06/09,1279,Desktop-PCs
B08XK1CVDJ,2022/06/16,1299,Desktop-PCs
B08XK1CVDJ,2022/07/07,1269,Desktop-PCs
B08XK1CVDJ,2022/07/12,1289,Desktop-PCs
B08XK1CVDJ,2022/07/14,1299,Desktop-PCs
B08XK1CVDJ,2022/08/16,1279,Desktop-PCs
B08XK1CVDJ,2022/09/06,1299,Desktop-PCs
B08XK1CVDJ,2022/09/08,1279,Desktop-PCs
B08XK1CVDJ,2022/11/17,1249,Desktop-PCs
B08XK1CVDJ,2022/11/18,1239,Desktop-PCs
B08XK1CVDJ,2022/11/29,1249,Desktop-PCs
B08XK1CVDJ,2022/11/30,1289,Desktop-PCs
B08XK1CVDJ,2022/12/19,1199,Desktop-PCs
B08XN1CMTJ,2022/01/04,761.44,Desktop-PCs
B08XN1CMTJ,2022/01/05,761.24,Desktop-PCs
B08XN1CMTJ,2022/01/06,752.84,Desktop-PCs
B08XN1CMTJ,2022/01/13,751.84,Desktop-PCs
B08XN1CMTJ,2022/01/15,718.2,Desktop-PCs
B08XN1CMTJ,2022/01/16,716.1,Desktop-PCs
B08XN1CMTJ,2022/01/17,748.64,Desktop-PCs
B08XN1CMTJ,2022/01/18,736.04,Desktop-PCs
B08XN1CMTJ,2022/01/19,729.74,Desktop-PCs
B08XN1CMTJ,2022/01/20,721.34,Desktop-PCs
B08XN1CMTJ,2022/01/21,711.9,Desktop-PCs
B08XN1CMTJ,2022/01/24,731.84,Desktop-PCs
B08XN1CMTJ,2022/01/25,732.89,Desktop-PCs
B08XN1CMTJ,2022/01/27,732.9,Desktop-PCs
B08XN1CMTJ,2022/01/29,726.6,Desktop-PCs
B08XN1CMTJ,2022/01/30,754.98,Desktop-PCs
B08XN1CMTJ,2022/01/31,727.64,Desktop-PCs
B08XN1CMTJ,2022/02/01,724.49,Desktop-PCs
B08XN1CMTJ,2022/02/04,732.9,Desktop-PCs
B08XN1CMTJ,2022/02/05,716.1,Desktop-PCs
B08XN1CMTJ,2022/02/07,732.9,Desktop-PCs
B08XN1CMTJ,2022/02/08,686.96,Desktop-PCs
B08XN1CMTJ,2022/02/10,724.4,Desktop-PCs
B08XN1CMTJ,2022/02/11,711.9,Desktop-PCs
B08XN1CMTJ,2022/02/12,724.4,Desktop-PCs
B08XN1CMTJ,2022/02/14,711.9,Desktop-PCs
B08XN1CMTJ,2022/02/16,724.4,Desktop-PCs
B08XN1CMTJ,2022/02/17,732.9,Desktop-PCs
B08XN1CMTJ,2022/02/19,711.9,Desktop-PCs
B08XN1CMTJ,2022/02/21,732.9,Desktop-PCs
B08XN1CMTJ,2022/02/23,711.9,Desktop-PCs
B08XN1CMTJ,2022/02/25,732.89,Desktop-PCs
B08XN1CMTJ,2022/03/11,727.44,Desktop-PCs
B08XN1CMTJ,2022/03/15,752.84,Desktop-PCs
B08XN1CMTJ,2022/03/16,732.9,Desktop-PCs
B08XN1CMTJ,2022/03/18,752.85,Desktop-PCs
B08XN1CMTJ,2022/03/23,732.9,Desktop-PCs
B08XN1CMTJ,2022/03/25,754.92,Desktop-PCs
B08XN1CMTJ,2022/03/27,783.61,Desktop-PCs
B08XN1CMTJ,2022/03/28,776.81,Desktop-PCs
B08XN1CMTJ,2022/03/29,823.33,Desktop-PCs
B08XN1CMTJ,2022/03/30,820.64,Desktop-PCs
B08XN1CMTJ,2022/03/31,810.79,Desktop-PCs
B08XN1CMTJ,2022/04/03,827.89,Desktop-PCs
B08XN1CMTJ,2022/04/04,815.93,Desktop-PCs
B08XN1CMTJ,2022/04/05,752.85,Desktop-PCs
B08XN1CMTJ,2022/04/06,730.8,Desktop-PCs
B08XN1CMTJ,2022/04/07,732.9,Desktop-PCs
B08XN1CMTJ,2022/04/08,740.44,Desktop-PCs
B08XN1CMTJ,2022/04/09,736.16,Desktop-PCs
B08XN1CMTJ,2022/04/12,744.72,Desktop-PCs
B08XN1CMTJ,2022/04/13,738.3,Desktop-PCs
B08XN1CMTJ,2022/04/19,754.92,Desktop-PCs
B08XN1CMTJ,2022/04/20,742.58,Desktop-PCs
B08XN1CMTJ,2022/04/21,754.92,Desktop-PCs
B08XN1CMTJ,2022/04/22,736.16,Desktop-PCs
B08XN1CMTJ,2022/04/23,727.6,Desktop-PCs
B08XN1CMTJ,2022/04/25,743.65,Desktop-PCs
B08XN1CMTJ,2022/04/26,732.95,Desktop-PCs
B08XN1CMTJ,2022/04/27,746.86,Desktop-PCs
